SKU,Product Name,Category,Sub-Category,Type,Price,Short Description (Clean),Status,Image
177953,Okf Sparkling Mangosteen 350ml,Beverages,Soft Drinks,GROCERY,16.99,"Product Type: Sparkling Mangosteen Drink
Product Net Weight: 350ml
Product Unit: 1 bottle",Active,https://demo8.1hour.in/media/products/177953.png
D529,Princess Ham 454g,"Dairy, Deli & Egg",Deli Meat,GROCERY,175.99,"Product Type: Cured Ham
Product Net Weight: 454g
Product Unit: 1 pack",Active,https://demo8.1hour.in/media/products/D529.png
175491,Burmans Yellow Mustard 567g,Souks & Condiments,Dressings,GROCERY,94.99,"Product Type: Yellow Mustard Condiment
Product Net Weight: 567g
Product Unit: 1 bottle",Active,https://demo8.1hour.in/media/products/175491.png
175379,Haldiram's Gol Kachauri 350g,Snacks,Confectionery,GROCERY,57.99,"Product Type: Fried Kachauri Snack
Product Net Weight: 350g
Product Unit: 1 pack",Active,https://demo8.1hour.in/media/products/175379.png
175335,Simply Nature Strawberry Preserves 312g,Food Cupboard,Cans & Jars,GROCERY,107.99,"Product Type: Organic Strawberry Preserves
Product Net Weight: 312g
Product Unit: 1 jar",Active,https://demo8.1hour.in/media/products/175335.png
175334,Simply Nature Raspberry Preserves 312g,Food Cupboard,Cans & Jars,GROCERY,107.99,"Product Type: Organic Raspberry Preserves
Product Net Weight: 312g
Product Unit: 1 jar",Active,https://demo8.1hour.in/media/products/175334.png
175303,Simply Nature Spaghetti-wheat Flour 454g,Food Cupboard,Noodles & Pasta,GROCERY,74.99,"Product Type: Organic Spaghetti
Product Net Weight: 454g
Product Unit: 1 box",Active,https://demo8.1hour.in/media/products/175303.png
175299,Simply Nature Organic Spaghetti-Macaroni 454g,Food Cupboard,Noodles & Pasta,GROCERY,74.99,"Product Type: Organic Spaghetti Pasta
Product Net Weight: 454g
Product Unit: 1 box",Active,https://demo8.1hour.in/media/products/175299.png
CBDESSERTchcake001,CHEESE CAKE,CB Dessert,CB Dessert,RESTAURANT,35,Creamy cheesecake with a graham cracker crust.,Active,https://demo8.1hour.in/media/products/cheese_cake.jpg
175297,Simply Nature Linguine-organic Semolina Macaroni 454g,Food Cupboard,Noodles & Pasta,GROCERY,74.99,"Product Type: Organic Linguine Pasta
Product Net Weight: 454g
Product Unit: 1 box",Active,https://demo8.1hour.in/media/products/175297.png
175283,Millville Honeynut Crispy Oats 552g,Food Cupboard,Cereal & Porridge,GROCERY,123.99,"Product Type: Breakfast Cereal
Product Net Weight: 552g
Product Unit: 1 unit",Active,https://demo8.1hour.in/media/products/175283.png
175272,Brokedale Luncheon Meat 340g,Food Cupboard,Cans & Jars,GROCERY,89.99,"Product Type: Luncheon Meat
Product Net Weight: 340g
Product Unit: 1 can",Active,https://demo8.1hour.in/media/products/175272.png
174743,Whiskas 2-12 Months Cat Pouch Poultry Jelly 85g,Pet Care,Pet Food,GROCERY,132.99,"Product Type: Kitten Food
Product Net Weight: 85g
Product Unit: 1 box",Active,https://demo8.1hour.in/media/products/174743.png
174742,Whiskas 1+ Cat Pouches Meaty Meal In Jelly 85g,Pet Care,Pet Food,GROCERY,132.99,"Product Type: Cat Food
Product Net Weight: 85g
Product Unit: 1 pouch",Active,https://demo8.1hour.in/media/products/174742.png
CBCOLDpeachtea008,PEACH ICE TEA,CB Cold Beverages,CB Cold Beverages,RESTAURANT,30,Chilled tea with a peach flavor,Active,https://demo8.1hour.in/media/products/Peached_Iced_Tea.jpeg
174741,Pedigree Tasty Minis & Jumbone Small Mega Box 740g,Pet Care,Pet Food,GROCERY,179.99,"Product Type: Dog Treats
Product Net Weight: 780g
Product Unit: 1 pack",Active,https://demo8.1hour.in/media/products/174741.png
174739,Pedigree Rodeo Duos & Jumbone Medium Mega 780g,Pet Care,Pet Food,GROCERY,179.99,"Product Type: Dog Treats
Product Net Weight: 780g
Product Unit: 1 pack",Active,https://demo8.1hour.in/media/products/174739.png
CBCOLDlemitea007,LEMON ICE TEA,CB Cold Beverages,CB Cold Beverages,RESTAURANT,30,Refreshing iced tea with a hint of lemon,Active,https://demo8.1hour.in/media/products/lemon_iced_tea.jpeg
CBCOLDchofrappe006,CHOCO FRAPPE,CB Cold Beverages,CB Cold Beverages,RESTAURANT,50,Blended chocolate coffee drink with ice and milk,Active,https://demo8.1hour.in/media/products/choco_frappe.jpeg
174685,Lindt Excellence Dark Sea Salt 100g,Snacks,Chocolates,GROCERY,52.99,"Product Type: Dark Chocolate Bar
Product Net Weight: 100g
Product Unit: 1 bar",Active,https://demo8.1hour.in/media/products/174685.png
CBCOLDcafefrappe005,CAFÉ FRAPPE,CB Cold Beverages,CB Cold Beverages,RESTAURANT,50,"Blended coffee with ice, milk, and sugar, served cold",Active,https://demo8.1hour.in/media/products/cafe_frappe.jpeg
174669,Kp Kravers Flame Peanuts 65g,Snacks,Nut & Seed,GROCERY,25.99,"Product Type: Spicy Peanuts
Product Net Weight: 65g
Product Unit: 1 pack",Active,https://demo8.1hour.in/media/products/174669.png
CBCOLDiceamerica004,ICE AMERICANO,CB Cold Beverages,CB Cold Beverages,RESTAURANT,40,Cold americano coffee served over ice.,Active,https://demo8.1hour.in/media/products/iced_americano.jpeg
174197,Iceland Fillets Whitefish 750g,Frozen,Frozen Seafood,GROCERY,152.99,"Product Type: Frozen Whitefish Fillets
Product Net Weight: 750g
Product Unit: 1 pack",Active,https://demo8.1hour.in/media/products/174197.png
CBCOLDicecappu003,ICE CAPPUCCINO,CB Cold Beverages,CB Cold Beverages,RESTAURANT,50,"Cold cappuccino with foam, served over ice.",Active,https://demo8.1hour.in/media/products/iced_cappuccino.jpeg
172988,Tony Montana Body Spray 100ml,Personal Care,Deodorant & Body Sprays,GROCERY,18.99,"Product Type:Personal Care/Fragrances/Body Sprays
Product Net Weight:100ml
Product Unit:1 Bottle",Active,https://demo8.1hour.in/media/products/172988.png
174188,Iceland Salt Pepper Chicken Wings 750g,Frozen,Frozen Meat,GROCERY,149.99,"Product Type: Frozen Chicken Wings
Product Net Weight: 750g
Product Unit: 1 pack",Active,https://demo8.1hour.in/media/products/174188.png
CBCOLDicecara002,ICE CARAMEL,CB Cold Beverages,CB Cold Beverages,RESTAURANT,50,"Chilled coffee drink with caramel syrup and milk, served over ice",Active,https://demo8.1hour.in/media/products/iced_caramel.jpeg
CBCOLDicemocha001,ICE MOCHA,CB Cold Beverages,CB Cold Beverages,RESTAURANT,50,"Cold coffee with chocolate syrup and milk, served over ice",Active,https://demo8.1hour.in/media/products/iced_mocha.jpeg
172970,Ariel Low Stud Original 3kg,Household,Laundry,GROCERY,349.99,"Product Type:Household/Laundry/Laundry Detergent

Product Net Weight:3kg

Product Unit:1 Unit",Active,https://demo8.1hour.in/media/products/172970.png
172948,Ben & Jerry Fan Favourites Coollection 100ml,Ice Creams,Classic Flavors,GROCERY,229.99,"Product Type: Food/Ice Cream/Frozen Treats


Product Size:100ml",Active,https://demo8.1hour.in/media/products/172948.png
173846,Iceland 12pieces Pepperoni Deepdish Pizza 234g,Frozen,Frozen Meals,GROCERY,79.99,"Product Type: Frozen Deepdish Pizzas
Product Net Weight: 234g
Product Unit: 1 Pack of 12 pizzas",Active,https://demo8.1hour.in/media/products/173846.png
173845,Iceland Roast Chicken Pie 700g,Frozen,Frozen Meals,GROCERY,89.99,"Product Type: Frozen Chicken Pie
Product Net Weight: 700g
Product Unit: 1 Single pie",Active,https://demo8.1hour.in/media/products/173845.png
172861,Plenty Kitchen Towel The Big One,Household,Tissue Papers & Towels,GROCERY,89.99,"Product Type: Household/Kitchen/Cleaning Supplies


Product Size: 1 Roll",Active,https://demo8.1hour.in/media/products/172861.png
173844,Iceland 6pieces Strawberry Vanilla Cones 660ml,Frozen,Frozen Snacks,GROCERY,57.99,"Product Type: Frozen Ice Cream Cones
Product Net Volume: 660ml
Product Unit:1 Pack of 6 cones",Active,https://demo8.1hour.in/media/products/173844.png
172851,Lotus Biscoff Topping Sauce 1kg,Souks & Condiments,Sauces,GROCERY,369.99,"Product Type: Condiment
Product Net Weight: 1 kg
Product Unit: 1 Unit",Active,https://demo8.1hour.in/media/products/172851.png
173842,Iceland 4pieces Steak Pies 568g,Frozen,Frozen Snacks,GROCERY,116.99,"Product Type: Frozen Steak Pies
Product Net Weight: 568g
Product Unit: 1 Pack of 4 pies",Active,https://demo8.1hour.in/media/products/173842.png
173840,Iceland 4pieces Haddock Fillets 320g,Frozen,Frozen Seafood,GROCERY,161.99,"Product Type: Frozen Haddock Fillets
Product Net Weight: 320g
Product Unit: 1 Pack of 4 fillets",Active,https://demo8.1hour.in/media/products/173840.png
172797,Casa De Campo Jam Strawberry 380g,Food Cupboard,Spreads,GROCERY,44.99,"Product Type: Food/Spreads/Jams
Product Net Weight: 380g
Product Unit: 1 Jar",Active,https://demo8.1hour.in/media/products/172797.png
173838,Iceland Spicy Pepperoni Baked Pizza 379g,Frozen,Frozen Meals,GROCERY,99.99,"Product Type: Frozen Baked Pizza
Product Net Weight: 379g
Product Unit: 1 pizza",Active,https://demo8.1hour.in/media/products/173838.png
172792,Casa De Campo Jam Mixed Berry 380g,Food Cupboard,Spreads,GROCERY,44.99,"Product Type: Food/Spreads/Jams
Product Net Weight: 380g
Product Unit: 1 Jar",Active,https://demo8.1hour.in/media/products/172792.png
173836,Iceland 6pieces Custard Slices 210g,Frozen,Frozen Snacks,GROCERY,79.99,"Product Type: Frozen Custard Slices
Product Net Weight: 210g
Product Unit: 1 Pack of 6 slices",Active,https://demo8.1hour.in/media/products/173836.png
CBHOTgreentea013,GREEN TEA,CB Hot Beverages,CB Hot Beverages,RESTAURANT,15,"Light tea with a subtle flavor, known for its health benefits.",Active,https://demo8.1hour.in/media/products/GREEN_TEA.jpeg
CBHOTengtea012,ENGLISH BREAKFAST TEA,CB Hot Beverages,CB Hot Beverages,RESTAURANT,15,"Robust black tea blend, typically served with milk",Active,https://demo8.1hour.in/media/products/english-breakfast-tea.jpg
173828,Iceland 2pieces Southern Fried Thigh Burger 300g,Frozen,Frozen Meat,GROCERY,119.99,"Product Type: Frozen Chicken Burgers
Product Net Weight: 300g
Product Unit: 1 Pack of 2 burgers",Active,https://demo8.1hour.in/media/products/173828.png
CBHOThazlatte011,HAZELNUT LATTE,CB Hot Beverages,CB Hot Beverages,RESTAURANT,45,Espresso with steamed milk and hazelnut syrup,Active,https://demo8.1hour.in/media/products/hazelnut-latte.jpg
CBHOTcaramello010,CARAMELLO,CB Hot Beverages,CB Hot Beverages,RESTAURANT,45,Espresso-based drink with caramel syrup and steamed milk,Active,https://demo8.1hour.in/media/products/caramello.jpeg
CHHOTvanlatte009,VANILLA LATTE,CB Hot Beverages,CB Hot Beverages,RESTAURANT,45,Espresso mixed with steamed milk and vanilla syrup.,Active,https://demo8.1hour.in/media/products/vanilla_latte.jpeg
173813,Iceland 8pieces British Beef Burgers 454g,Frozen,Frozen Meat,GROCERY,139.99,"Product Type: Frozen Beef Burgers
Product Net Weight: 454g
Product Unit: 1 Pack of 8 burgers",Active,https://demo8.1hour.in/media/products/173813.png
172791,Casa De Campo Jam Cherry 380g,Food Cupboard,Spreads,GROCERY,44.99,"Product Type: Food/Spreads/Jams
Product Net Weight: 380g
Product Unit: 1 Jar",Active,https://demo8.1hour.in/media/products/172791.png
173811,Iceland Chicken Tikka Biryani Bag Meal 750g,Frozen,Frozen Meals,GROCERY,111.99,"Product Type: Frozen Chicken Tikka Biryani Meal
Product Net Weight: 750g
Product Unit: 1 bag meal",Active,https://demo8.1hour.in/media/products/173811.png
172784,Branston Macaroni Cheese 395g,Food Cupboard,Cans & Jars,GROCERY,69.99,"Product Type: Food/Pasta/Canned Goods
Product Net Weight: 395g
Product Unit: 1 Can",Active,https://demo8.1hour.in/media/products/172784.png
172762,DGL Habenero Pepper Pack,Fruits & Veg,Fresh Vegetables,GROCERY,25.99,"Product Type: Fresh Produce/Fruits/Vegetables/Peppers


Product Unit: 1 Pack",Active,https://demo8.1hour.in/media/products/172762.png
173810,Chupa chup Classic Assorted Tube 100pieces 1100g,Snacks,Candies & Gum,GROCERY,389.99,"Product Type: Assorted Lollipops
Product Net Weight: 1100g
Product Unit: 1 unit",Active,https://demo8.1hour.in/media/products/173810.png
172760,DGL Tomato Pack,Fruits & Veg,Fresh Vegetables,GROCERY,31.99,"Product Type: Fresh Produce/Fruits/Vegetables

Product Unit: 1 Pack",Active,https://demo8.1hour.in/media/products/172760.png
173809,Iceland 4pieces Creamy Chicken Pies 568g,Frozen,Frozen Snacks,GROCERY,89.99,"Product Type: Frozen Creamy Chicken Pies
Product Net Weight: 568g
Product Unit: 1 Pack of 4 pies",Active,https://demo8.1hour.in/media/products/173809.png
172728,Mira Jalapeno 600g,Food Cupboard,Cans & Jars,GROCERY,73.99,"Product Type: Food/Produce/Peppers
Product Net Weight: 600g
Product Unit: 1 Jar",Active,https://demo8.1hour.in/media/products/172728.png
172220,Bacofoil Original Kitchen Foil 5m x 45cm,Household,Disposables,GROCERY,89.99,"Product Type: Household/Kitchen Essentials/Aluminum Foil

Product Unit: 1 Roll",Active,https://demo8.1hour.in/media/products/172220.png
171779,Elegance Styling Wax 140g,Personal Care,Hair Care,GROCERY,29.99,"Product Type: Beauty/Hair Care/Styling Products
Product Net Weight: 140g
Product Unit: 1 Jar",Active,https://demo8.1hour.in/media/products/171779.png
98107,Bayara Urid Dal 400g,Food Cupboard,Packaged Food,GROCERY,36.99,"Product Type: Food/Grains/Legumes
Product Net Weight: 400g
Product Unit: 1 Unit",Active,https://demo8.1hour.in/media/products/98107.png
97273,Emborg Junior Slice Chese With Mild Chedar 200g,"Dairy, Deli & Egg",Cheese,GROCERY,90.99,"Product Type: Dairy/Cheese/Sliced Cheese
Product Net Weight: 200g
Product Unit: 1 Unit",Active,https://demo8.1hour.in/media/products/97273.png
82827,Arm & Hammer Baking Soda 453g,Food Cupboard,Baking Essentials,GROCERY,69.99,"Product Type: Household/Cleaning/Baking Soda
Product Net Weight: 454g
Product Unit: 1 Box",Active,https://demo8.1hour.in/media/products/82827.png
CBHOTmocha008,CAFÉ MOCHA,CB Hot Beverages,CB Hot Beverages,RESTAURANT,45,Rich espresso blended with chocolate syrup and steamed milk,Active,https://demo8.1hour.in/media/products/cafe_mocha.jpeg
CBHOThotchoc007,HOT CHOCOLATE,CB Hot Beverages,CB Hot Beverages,RESTAURANT,40,Creamy chocolate beverage made with milk and cocoa,Active,https://demo8.1hour.in/media/products/HOT_CHOCOLATE.jpeg
CBHOTdouble006,DOUBLE ESPRESSO,CB Hot Beverages,CB Hot Beverages,RESTAURANT,35,"A more intense espresso, made with double the amount of coffee",Active,https://demo8.1hour.in/media/products/double_espresso.jpeg
CBHOTespresso005,ESPRESSO,CB Hot Beverages,CB Hot Beverages,RESTAURANT,25,A concentrated coffee served in small amounts.,Active,https://demo8.1hour.in/media/products/espresso.jpg
CBHOTcappuccino004,CAPPUCCINO,CB Hot Beverages,CB Hot Beverages,RESTAURANT,45,Espresso combined with equal parts steamed milk and foam,Active,https://demo8.1hour.in/media/products/cappuccino.jpeg
CBHOTcafelatte003,CAFÉ LATTE,CB Hot Beverages,CB Hot Beverages,RESTAURANT,40,"Rich, full-bodied espresso in steamed milk, lightly topped with foam",Active,https://demo8.1hour.in/media/products/Cafe_Latte.jpeg
CBHOTmacchiato001,MACCHIATO,CB Hot Beverages,CB Hot Beverages,RESTAURANT,30,Espresso with a small amount of steamed milk or foam,Active,https://demo8.1hour.in/media/products/macchiato.jpeg
CBHOTamericano002,AMERICANO,CB Hot Beverages,CB Hot Beverages,RESTAURANT,30,Strong coffee made by diluting espresso with hot water,Active,https://demo8.1hour.in/media/products/Americano.jpeg
170312,Kalyon Powder Detergent Lovely 1.5kg,Household,Laundry,GROCERY,45.99,"Product Type: Household/Laundry/Detergent Powder
Product Net Weight: 1.5kg
Product Unit: 1 Unit",Active,https://demo8.1hour.in/media/products/170312.png
171879,Pfanner Ace Zero Sugar 2ltr,Beverages,Juices & Smoothies,GROCERY,94.99,"Product Type: Sugar-Free and Calorie-Free Drink
Product Net Volume: 2ltr
Product Unit: 1 bottle",Active,https://demo8.1hour.in/media/products/171879.png
171071,Balconi Hazelnut Wafer 175g,Snacks,Bars & Wafers,GROCERY,49.99,"Product Type: Food/Biscuits/Wafer Biscuits
Product Net Weight: 175g
Product Unit: 1 Unit",Active,https://demo8.1hour.in/media/products/171071.png
171881,Pfanner Frutti Rossi Zero Sugar 2ltr,Beverages,Juices & Smoothies,GROCERY,94.99,"Product Type: Sugar-Free Mixed Berry Drink
Product Net Volume: 2ltr
Product Unit: 1 carton",Active,https://demo8.1hour.in/media/products/171881.png
171880,Pfanner Pineapple Zero Sugar 2ltr,Beverages,Juices & Smoothies,GROCERY,94.99,"Product Type: Sugar-Free Pineapple Drink
Product Net Volume: 2ltr
Product Unit: 1 bottle",Active,https://demo8.1hour.in/media/products/171880.png
171878,Pfanner Mela Zero Sugar 2ltr,Beverages,Juices & Smoothies,GROCERY,94.99,"Product Type: Sugar-Free Apple Drink
Product Net Volume: 2ltr
Product Unit: 1 bottle",Active,https://demo8.1hour.in/media/products/171878.png
171877,Pfanner Bio Apple Juice Direct Pressed 2ltr,Beverages,Juices & Smoothies,GROCERY,94.99,"Product Type: Organic Apple Juice
Product Net Volume: 2ltr
Product Unit: 1 bottle",Active,https://demo8.1hour.in/media/products/171877.png
171876,Pfanner 60 Multivitamin No Added Sugar 2ltr,Beverages,Juices & Smoothies,GROCERY,94.99,"Product Type: Multivitamin Drink
Product Net Volume: 2ltr
Product Unit: 1 bottle",Active,https://demo8.1hour.in/media/products/171876.png
170916,Yves Rocher New Raspberry Hair And Body Mist 100ml,Personal Care,Hair Care,GROCERY,135,"Product Type:Beauty and Personal Care/Hair Care/Hair Mists

Product Net Weight: 100ml

Product Unit: 1 Bottle",Active,https://demo8.1hour.in/media/products/170916.png
171784,Elegance Cream Wax 140ml,Personal Care,Hair Care,GROCERY,49.99,"Product Type: Hair Styling Cream Wax
Product Net Volume: 140ml
Product Unit: 1 unit",Active,https://demo8.1hour.in/media/products/171784.png
170431,Nestle Kit Kat 4 Fingers Vegan 41.5g,Snacks,Bars & Wafers,GROCERY,26.99,"Product Type: Food/Confectionery/Chocolate Bars
Product Net Weight: 415g
Product Unit: 1 Unit",Active,https://demo8.1hour.in/media/products/170431.png
171783,Elegance Sculpting Wax 250g,Personal Care,Hair Care,GROCERY,54.99,"Product Type: Hair Sculpting Wax
Product Net Volume:250ml
Product Unit: 1 unit",Active,https://demo8.1hour.in/media/products/171783.png
170383,Cadbury Brunch Bar Chocolate Chip 140g,Snacks,Bars & Wafers,GROCERY,35.99,"Product Type: Food/Breakfast/Bars
Product Net Weight: 140g
Product Unit: 1 Bar",Active,https://demo8.1hour.in/media/products/170383.png
171782,Elegance Liquid Wax 120ml,Personal Care,Hair Care,GROCERY,29.99,"Product Type: Hair Styling Liquid Wax
Product Net Volume: 120ml
Product Unit: 1 unit",Active,https://demo8.1hour.in/media/products/171782.png
170379,Barratt Liquorice Hard Stick,Snacks,Confectionery,GROCERY,499.99,"Product Type: Food/Sweets/Liquorice
Product Net Weight: varies by pack size
Product Unit: 1 Stick",Active,https://demo8.1hour.in/media/products/170379.png
171777,Elegance Gel Wax Matte 140ml,Personal Care,Hair Care,GROCERY,34.99,"Product Type: Hair Styling Gel Wax
Product Net Volume: 140ml
Product Unit: 1 unit",Active,https://demo8.1hour.in/media/products/171777.png
171776,Elegance Gel Wax Hard With Argan 100ml,Personal Care,Hair Care,GROCERY,24.99,"Product Type: Hair Styling Gel Wax
Product Net Volume: 100ml
Product Unit: 1 unit",Active,https://demo8.1hour.in/media/products/171776.png
171775,Elegance Hair Beard Oil 300ml,Personal Care,Hair Care,GROCERY,89.99,"Product Type: Hair and Beard Oil
Product Net Volume: 300ml
Product Unit: 1 unit",Active,https://demo8.1hour.in/media/products/171775.png
171773,Elegance Plus Miracle Hair Mask 500ml,Personal Care,Hair Care,GROCERY,149.99,"Product Type: Hair Mask
Product Net Volume: 500ml
Product Unit:1 unit",Active,https://demo8.1hour.in/media/products/171773.png
171772,Elegance Intensive Hair Oil Treatment 500ml,Personal Care,Hair Care,GROCERY,34.99,"Product Type: Hair Oil Treatment
Product Net Volume: 500ml
Product Unit:1 bottle",Active,https://demo8.1hour.in/media/products/171772.png
170372,Biotiful Kefir Drink 250ml,Beverages,Milk Beverages,GROCERY,139.99,"Product Type: Food/Dairy/Kefir Drinks
Product Net Weight: 250ml
Product Unit: 1 Bottle",Active,https://demo8.1hour.in/media/products/170372.png
171771,Elegance Kids Gel 500ml,Personal Care,Hair Care,GROCERY,64.99,"Product Type: Kids&#39; Hair Styling Gel
Product Net Volume: 500ml
Product Unit:1 bottle",Active,https://demo8.1hour.in/media/products/171771.png
170357,Primula Spicy Salsa Dip 150g,Souks & Condiments,Sauces,GROCERY,109.99,"Product Type: Food/Dips and Spreads/Salsa
Product Net Weight: 150g
Product Unit: 1 Unit",Active,https://demo8.1hour.in/media/products/170357.png
171768,Elegance Plus Hair Gel 500ml,Personal Care,Hair Care,GROCERY,82.99,"Product Type: Hair Styling Gel
Product Net Volume: 500ml
Product Unit:1 bottle",Active,https://demo8.1hour.in/media/products/171768.png
170356,Kings Dairy Mild Coloured Cheddar 200g,"Dairy, Deli & Egg",Cheese,GROCERY,124.99,"Product Type: Food/Dairy/Cheese/Cheddar
Product Net Weight: 200g
Product Unit: 1 Block",Active,https://demo8.1hour.in/media/products/170356.png
177903,Safari Potato Grills Pizza 60g,Snacks,Chips & Crisps,GROCERY,29.99,"Product Type: Potato Snack
Product Net Weight: 60g
Product Unit: 1 pack",Active,https://demo8.1hour.in/media/products/177903.png
172039,Virgils Root Beer Bottle 355ml,Beverages,Non Alc. Beers,GROCERY,37.99,"Product Type: Artisanal Root Beer
Product Net Volume: 355ml
Product Unit:1 bottle",Active,https://demo8.1hour.in/media/products/172039.png
172036,Robinsons Fruit Creations Orange Mango 750ml,Beverages,Juices & Smoothies,GROCERY,69.99,"Product Type: Fruit Drink
Product Net Volume: 750ml
Product Unit: 1 bottle",Active,https://demo8.1hour.in/media/products/172036.png
171961,Dorest Cereals Simply Nutty Museli 560g,Food Cupboard,Cereal & Porridge,GROCERY,99.99,"Product Type: Breakfast Cereal (Muesli)
Product Net Weight: 560g
Product Unit: 1 pack",Active,https://demo8.1hour.in/media/products/171961.png
171956,Iceland Tropical Juice Drink 1ltr,Beverages,Juices & Smoothies,GROCERY,99.99,"Product Type: Juice Drink
Product Net Volume: 1ltr
Product Unit: 1 carton",Active,https://demo8.1hour.in/media/products/171956.png
171930,Potatoes Cherie Red Bag ±500g,Fruits & Veg,Fresh Vegetables,GROCERY,49.99,"Product Type: Fresh Potatoes
Product Net Weight: ±500g
Product Unit: 1 bag",Active,https://demo8.1hour.in/media/products/171930.png
170315,Kalyon Powder Detergent Montain Breeze 1.5kg,Household,Laundry,GROCERY,45.99,"Product Type: Household Essentials/Laundry/Detergents
Product Net Weight: 1.5Kg
Product Unit: 1Unit",Active,https://demo8.1hour.in/media/products/170315.png
170308,Kalyon Powder Detergent Lavender&Magnolia 1.5kg,Household,Laundry,GROCERY,45.99,"Product Type: Household Essentials/Laundry/Detergents
Product Net Weight: 1.5Kg
Product Unit: 1 Unit",Active,https://demo8.1hour.in/media/products/170308.png
170260,Premier Protein Shake Caramel 325g,Beverages,Herbal Drinks & Supplements,GROCERY,71.99,"Product Type: Health Supplements/Protein Shakes/Caramel Flavor
Product Net Volume: 325g
Product Unit: 1 Unit",Active,https://demo8.1hour.in/media/products/170260.png
171920,Shortbread House With Macadamia Nuts 150g,Snacks,Biscuits,GROCERY,169.99,"Product Type: Shortbread Biscuits
Product Net Weight: 150g
Product Unit:1 unit",Active,https://demo8.1hour.in/media/products/171920.png
170208,Sheba Fine Flakes Selection Poultry Jelly 85g,Pet Care,Pet Food,GROCERY,219.99,"Product Type: Pet Food/Cat Food/Wet Food
Product Net Weight: 85g
Product Unit: 1 Pouch",Active,https://demo8.1hour.in/media/products/170208.png
171720,Lemon Grass Import Pack 100g,Fruits & Veg,Fresh Vegetables,GROCERY,99.99,"Product Type: Dried Lemongrass Herb
Product Net Weight: 100g
Product Unit: 1pack",Active,https://demo8.1hour.in/media/products/171720.png
170161,Princes Meatballs In Gravy 370g,Food Cupboard,Cans & Jars,GROCERY,57.99,"Product Type: Food/Canned Goods/Meatballs
Product Net Weight: 370g
Product Unit: 1 Can",Active,https://demo8.1hour.in/media/products/170161.png
171604,Kalyon Powder Detergent Lovely 6kg,Household,Laundry,GROCERY,195.99,"Product Type: Powder Laundry Detergent
Product Net Weight: 6kg
Product Unit: 1 pack",Active,https://demo8.1hour.in/media/products/171604.png
170152,Ye Olde Oak 8 Hot Dogs In Brine 400g,Food Cupboard,Cans & Jars,GROCERY,54.99,"Product Type: Food/Canned Goods/Hot Dogs
Product Net Weight: 400g
Product Unit: 1 Can",Active,https://demo8.1hour.in/media/products/170152.png
171541,Dc Body Mist Always On My Mind 236ml,Personal Care,Deodorant & Body Sprays,GROCERY,43.49,"Product Type: Body Mist
Product Net Volume: 236ml
Product Unit: 1 bottle",Active,https://demo8.1hour.in/media/products/171541.png
170068,Ultra Compact Passion Of Fruits Show Gel 500ml,Personal Care,Bathing Essentials,GROCERY,41.49,"Product Type:Personal Care/Shower Gels/Fruity Fragrances

Product Net Weight:500ml

Product Unit:1 Bottle",Active,https://demo8.1hour.in/media/products/170068.png
171511,Umbro Deospray Energy 150ml,Personal Care,Deodorant & Body Sprays,GROCERY,36.49,"Product Type: Deodorant Spray
Product Net Volume: 150ml
Product Unit: 1 Unit",Active,https://demo8.1hour.in/media/products/171511.png
170051,Richs Premium Truffle 2kg,Food Cupboard,Baking Essentials,GROCERY,149.99,"Product Type: Food/Baking Supplies/Truffle Products
Product Net Weight: 2Kg
Product Unit: 1 Unit",Active,https://demo8.1hour.in/media/products/170051.png
170033,Casa De Campo Green Olive Stuffed 340g,Food Cupboard,Cans & Jars,GROCERY,44.99,"Product Type: Food/Pickled &amp; Canned Goods/Olives
Product Net Weight: 340g
Product Unit: 1 Jar",Active,https://demo8.1hour.in/media/products/170033.png
169993,Maltesers & Friends 207g,Snacks,Confectionery,GROCERY,114.99,"Product Type: Food/Confectionery/Chocolate Assortments
Product Net Weight: 207g
Product Unit: 1 Unit",Active,https://demo8.1hour.in/media/products/169993.png
169989,Tom Jam Peach 340g,Food Cupboard,Spreads,GROCERY,54.99,"Product Type: Food/Jams &amp; Preserves/Peach Jam
Product Net Weight: 340g
Product Unit: 1 Unit",Active,https://demo8.1hour.in/media/products/169989.png
169988,Tom Jam Mango 340g,Food Cupboard,Spreads,GROCERY,54.99,"Product Type: Food/Jams &amp; Preserves/Mango Jam
Product Net Weight: 340g
Product Unit: 1 Unit",Active,https://demo8.1hour.in/media/products/169988.png
169986,Tom Cake Butter Biscuits 200g,Snacks,Biscuits,GROCERY,64.99,"Product Type:Food/Bakery &amp; Cakes/Biscuits
Product Net Weight:200g
Product Unit: 1 Unit",Active,https://demo8.1hour.in/media/products/169986.png
171320,Souk Crushed Paprika 100g,Souks & Condiments,Souks,GROCERY,10.39,"Product Type: Crushed Paprika Spice
Product Net Weight: 100g
Product Unit: 1 bag",Active,https://demo8.1hour.in/media/products/171320.png
171317,Biotiful Kefir Protein Cherry 250g,Beverages,Herbal Drinks & Supplements,GROCERY,154.99,"Product Type: Kefir Protein Powder
Product Net Weight: 250g
Product Unit: 1 tub",Active,https://demo8.1hour.in/media/products/171317.png
